identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.author	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	identifier.url	seriesNo	repecFulltextUrl	description.abstract
1688558632	m	2019	The 2018 US-China trade conflict after 40 years of special protection				Bown, Chad P.				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13695|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13695	13695	https://repec.cepr.org/repec/cpr/ceprdp/DP13695.pdf	
1688559752	m	2019	Global declining competition				Villegas-Sanchez, Carolina	Díez, Federico|Fan, Jiayue			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13696|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13696	13696	https://repec.cepr.org/repec/cpr/ceprdp/DP13696.pdf	
1688561188	m	2019	Patronage and selection in public sector organizations				Teso, Edoardo	Colonnelli, Emanuele|Prem, Mounu			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13697|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13697	13697	https://repec.cepr.org/repec/cpr/ceprdp/DP13697.pdf	
1688562362	m	2019	Micro-equity for microenterprises				De Mel, Suresh	McKenzie, David J.|Woodruff, Christopher			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13698|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13698	13698	https://repec.cepr.org/repec/cpr/ceprdp/DP13698.pdf	
1688563202	m	2019	The comparative advantage of firms				Boehm, Johannes	Dhingra, Swati|Morrow, John			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics, industrial organization and international trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13699|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13699	13699	https://repec.cepr.org/repec/cpr/ceprdp/DP13699.pdf	
1688564004	m	2019	Firm size, quality bias and import demand				Blaum, Joaquin	Lelarge, Claire|Peters, Michael			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13700|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13700	13700	https://repec.cepr.org/repec/cpr/ceprdp/DP13700.pdf	
1688906843	m	2019	Israel's struggle towards macroeconomic stability : historical-analytical essay				Razin, Asaf				London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13701|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13701	13701	https://repec.cepr.org/repec/cpr/ceprdp/DP13701.pdf	
1688908102	m	2019	After the panic : are financial crises demand or supply shocks? : evidence from international trade				Taylor, Alan M.	Benguria, Felipe			London : Centre for Economic Policy Research	eng		First version: July 2017	Discussion paper series / Centre for Economic Policy Research. Economic history, international macroeconomics and finance, international trade and regional economics and monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13702|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13702	13702	https://repec.cepr.org/repec/cpr/ceprdp/DP13702.pdf	
1688910034	m	2019	Do high-quality local institutions shape labour productivity in Western European manufacturing firms?				Ganau, Roberto	Rodríguez-Pose, Andrés			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13703|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13703	13703	https://repec.cepr.org/repec/cpr/ceprdp/DP13703.pdf	
1688911227	m	2019	Multinational expansion in time and space				Garetto, Stefania	Oldenski, Lindsay|Ramondo, Natalia			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13704|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13704	13704	https://repec.cepr.org/repec/cpr/ceprdp/DP13704.pdf	
1688917942	m	2019	Taxing identity : theory and evidence from early Islam				Saleh, Mohamed	Tirole, Jean			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history and public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13705|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13705	13705	https://repec.cepr.org/repec/cpr/ceprdp/DP13705.pdf	
1688919074	m	2019	Corporate control around the world				Aminadav, Gur	Papaioannou, Elias			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics and international macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13706|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13706	13706	https://repec.cepr.org/repec/cpr/ceprdp/DP13706.pdf	
168892812X	m	2019	Demand and welfare analysis in discrete choice models with social interactions				Bhattacharya, Debopam	Dupas, Pascaline|Kanaya, Shin			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Development economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13707|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13707	13707	https://repec.cepr.org/repec/cpr/ceprdp/DP13707.pdf	
168892972X	m	2019	Discounting the future : on climate change, ambiguity aversion and epstein-zin preferences				Olijslager, Stan	Wijnbergen, Sweder van			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13708|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13708	13708	https://repec.cepr.org/repec/cpr/ceprdp/DP13708.pdf	
1688931252	m	2019	Risky bank guarantees				Makinen, Taneli	Sarno, Lucio|Zinna, Gabriele			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics and international macroeconomics and finance	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13709|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13709	13709	https://repec.cepr.org/repec/cpr/ceprdp/DP13709.pdf	
1688934650	m	2019	The politics of CEOs				Cohen, Alma	Hazan, Moshe|Weiss, David|Tallarita, Roberto			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics, macroeconomics and growth and public economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13710|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13710	13710	https://repec.cepr.org/repec/cpr/ceprdp/DP13710.pdf	
168917370X	m	2019	Sharing guilt : how better access to information may backfire				Inderst, Roman	Khalmetski, Kiryl|Ockenfels, Axel			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Industrial organization	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13711|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13711	13711	https://repec.cepr.org/repec/cpr/ceprdp/DP13711.pdf	
1689178108	m	2019	Institutional change and the development of lagging regions in Europe				Rodríguez-Pose, Andrés	Ketterer, Tobias			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13712|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13712	13712	https://repec.cepr.org/repec/cpr/ceprdp/DP13712.pdf	
1689184043	m	2019	Housing, urban growth and inequalities : the limits to deregulation and upzoning in reducing economic and spatial inequality				Rodríguez-Pose, Andrés	Storper, Michael			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. International trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13713|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13713	13713	https://repec.cepr.org/repec/cpr/ceprdp/DP13713.pdf	
1689186038	m	2019	The international monetary and financial system				Gourinchas, Pierre-Olivier	Rey, Hélène|Sauzet, Maxime			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics, international macroeconomics and finance and monetary economics and fluctuations	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13714|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13714	13714	https://repec.cepr.org/repec/cpr/ceprdp/DP13714.pdf	
1689191872	m	2019	Bank risk dynamics and distance to default				Nagel, Stefan	Purnanandam, Amiyatosh			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13715|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13715	13715	https://repec.cepr.org/repec/cpr/ceprdp/DP13715.pdf	
1689193360	m	2019	Trade blocs and trade wars during the interwar period				Jacks, David S.	Novy, Dennis			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history and international trade and regional economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13716|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13716	13716	https://repec.cepr.org/repec/cpr/ceprdp/DP13716.pdf	
1689203056	m	2019	Before the cult of equity : new monthly indices of the British share market, 1829-1929				Campbell, Gareth	Grossman, Richard S.|Turner, John D.			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Economic history, financial economics and macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13717|https://cepr.org/active/publications/discussion_papers/download.php?dpno=13717	13717	https://repec.cepr.org/repec/cpr/ceprdp/DP13717.pdf	
1689204486	m	2019	Optimally solving banks' legacy problems				Segura, Anatoli	Suárez, Javier			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Financial economics	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13718|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13718	13718	https://repec.cepr.org/repec/cpr/ceprdp/DP13718.pdf	
1689205458	m	2019	Political geography and pre-industrial development : a theory and evidence for Europe 1000-1850				Cervellati, Matteo	Lazzaroni, Sara|Prarolo, Giovanni|Vanin, Paolo			London : Centre for Economic Policy Research	eng			Discussion paper series / Centre for Economic Policy Research. Macroeconomics and growth	(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9			https://cepr.org/active/publications/discussion_papers/download.php?dpno=13719|https://cepr.org/active/publications/discussion_papers/dp.php?dpno=13719	13719	https://repec.cepr.org/repec/cpr/ceprdp/DP13719.pdf	
